DIST_NO,DIST_NAME,slug,month,n_1970_1995,n_1995_2020
20,Eucla,eucla,Feb,112,88
20,Eucla,eucla,Mar,80,61
20,Eucla,eucla,Apr,62,36
20,Eucla,eucla,May,20,14
20,Eucla,eucla,Jun,0,1
20,Eucla,eucla,Jul,6,4
20,Eucla,eucla,Aug,27,37
20,Eucla,eucla,Sep,84,84
20,Eucla,eucla,Oct,135,139
20,Eucla,eucla,Nov,131,128
20,Eucla,eucla,Dec,158,136
20,South Western,south_western,Jan,150,280
20,South Western,south_western,Feb,119,161
20,South Western,south_western,Mar,47,94
20,South Western,south_western,Apr,9,27
20,South Western,south_western,May,0,1
20,South Western,south_western,Jun,0,0
20,South Western,south_western,Jul,0,1
20,South Western,south_western,Aug,6,6
20,South Western,south_western,Sep,23,62
20,South Western,south_western,Oct,61,120
20,South Western,south_western,Nov,96,158
20,South Western,south_western,Dec,178,228
20,Tanami South,tanami_south,Jan,169,107
20,Tanami South,tanami_south,Feb,93,87
20,Tanami South,tanami_south,Mar,70,56
20,Tanami South,tanami_south,Apr,13,12
20,Tanami South,tanami_south,May,0,0
20,Tanami South,tanami_south,Jun,0,0
20,Tanami South,tanami_south,Jul,0,0
20,Tanami South,tanami_south,Aug,3,7
20,Tanami South,tanami_south,Sep,52,97
20,Tanami South,tanami_south,Oct,193,231
20,Tanami South,tanami_south,Nov,153,191
20,Tanami South,tanami_south,Dec,153,140
21,Far Western,far_western,Jan,157,265
21,Far Western,far_western,Feb,74,167
21,Far Western,far_western,Mar,29,69
21,Far Western,far_western,Apr,1,12
21,Far Western,far_western,May,0,1
21,Far Western,far_western,Jun,0,0
21,Far Western,far_western,Jul,0,0
21,Far Western,far_western,Aug,2,13
21,Far Western,far_western,Sep,24,71
21,Far Western,far_western,Oct,70,132
21,Far Western,far_western,Nov,99,176
21,Far Western,far_western,Dec,197,268
21,Midwest Coast,midwest_coast,Jan,224,180
21,Midwest Coast,midwest_coast,Feb,201,147
21,Midwest Coast,midwest_coast,Mar,134,121
21,Midwest Coast,midwest_coast,Apr,45,44
21,Midwest Coast,midwest_coast,May,11,18
21,Midwest Coast,midwest_coast,Jun,0,4
21,Midwest Coast,midwest_coast,Jul,0,0
21,Midwest Coast,midwest_coast,Aug,0,1
21,Midwest Coast,midwest_coast,Sep,17,8
21,Midwest Coast,midwest_coast,Oct,58,56
21,Midwest Coast,midwest_coast,Nov,96,133
21,Midwest Coast,midwest_coast,Dec,159,170
22,Midwest Inland,midwest_inland,Jan,272,208
22,Midwest Inland,midwest_inland,Feb,192,128
22,Midwest Inland,midwest_inland,Mar,115,75
22,Midwest Inland,midwest_inland,Apr,26,26
22,Midwest Inland,midwest_inland,May,2,3
22,Midwest Inland,midwest_inland,Jun,0,1
22,Midwest Inland,midwest_inland,Jul,0,0
22,Midwest Inland,midwest_inland,Aug,1,0
22,Midwest Inland,midwest_inland,Sep,23,8
22,Midwest Inland,midwest_inland,Oct,64,61
22,Midwest Inland,midwest_inland,Nov,107,145
22,Midwest Inland,midwest_inland,Dec,187,183
23,Lesueur,lesueur,Jan,259,215
23,Lesueur,lesueur,Feb,241,156
23,Lesueur,lesueur,Mar,168,129
23,Lesueur,lesueur,Apr,48,50
23,Lesueur,lesueur,May,15,23
23,Lesueur,lesueur,Jun,0,7
23,Lesueur,lesueur,Jul,0,0
23,Lesueur,lesueur,Aug,0,0
23,Lesueur,lesueur,Sep,0,3
23,Lesueur,lesueur,Oct,18,30
23,Lesueur,lesueur,Nov,59,105
23,Lesueur,lesueur,Dec,138,163
24,Yarra Yarra,yarra_yarra,Jan,292,212
24,Yarra Yarra,yarra_yarra,Feb,218,122
24,Yarra Yarra,yarra_yarra,Mar,161,90
24,Yarra Yarra,yarra_yarra,Apr,47,34
24,Yarra Yarra,yarra_yarra,May,9,11
24,Yarra Yarra,yarra_yarra,Jun,1,1
24,Yarra Yarra,yarra_yarra,Jul,0,0
24,Yarra Yarra,yarra_yarra,Aug,0,0
24,Yarra Yarra,yarra_yarra,Sep,1,4
24,Yarra Yarra,yarra_yarra,Oct,44,32
24,Yarra Yarra,yarra_yarra,Nov,87,116
24,Yarra Yarra,yarra_yarra,Dec,183,162
25,Swan Coastal North,swan_coastal_north,Jan,259,206
25,Swan Coastal North,swan_coastal_north,Feb,260,190
25,Swan Coastal North,swan_coastal_north,Mar,202,146
25,Swan Coastal North,swan_coastal_north,Apr,69,66
25,Swan Coastal North,swan_coastal_north,May,22,29
25,Swan Coastal North,swan_coastal_north,Jun,1,6
25,Swan Coastal North,swan_coastal_north,Jul,0,0
25,Swan Coastal North,swan_coastal_north,Aug,0,0
25,Swan Coastal North,swan_coastal_north,Sep,0,0
25,Swan Coastal North,swan_coastal_north,Oct,12,12
25,Swan Coastal North,swan_coastal_north,Nov,45,51
25,Swan Coastal North,swan_coastal_north,Dec,110,141
26,Swan Inland North,swan_inland_north,Jan,302,214
26,Swan Inland North,swan_inland_north,Feb,266,165
26,Swan Inland North,swan_inland_north,Mar,193,114
26,Swan Inland North,swan_inland_north,Apr,61,48
26,Swan Inland North,swan_inland_north,May,12,13
26,Swan Inland North,swan_inland_north,Jun,1,1
26,Swan Inland North,swan_inland_north,Jul,0,0
26,Swan Inland North,swan_inland_north,Aug,0,0
26,Swan Inland North,swan_inland_north,Sep,0,1
26,Swan Inland North,swan_inland_north,Oct,12,18
26,Swan Inland North,swan_inland_north,Nov,54,58
26,Swan Inland North,swan_inland_north,Dec,148,146
27,Swan Coastal South,swan_coastal_south,Jan,289,193
27,Swan Coastal South,swan_coastal_south,Feb,302,208
27,Swan Coastal South,swan_coastal_south,Mar,222,138
27,Swan Coastal South,swan_coastal_south,Apr,68,57
27,Swan Coastal South,swan_coastal_south,May,18,21
27,Swan Coastal South,swan_coastal_south,Jun,0,2
27,Swan Coastal South,swan_coastal_south,Jul,0,0
27,Swan Coastal South,swan_coastal_south,Aug,0,0
27,Swan Coastal South,swan_coastal_south,Sep,0,0
27,Swan Coastal South,swan_coastal_south,Oct,7,5
27,Swan Coastal South,swan_coastal_south,Nov,38,40
27,Swan Coastal South,swan_coastal_south,Dec,110,109
28,Swan Inland South,swan_inland_south,Jan,315,202
28,Swan Inland South,swan_inland_south,Feb,305,195
28,Swan Inland South,swan_inland_south,Mar,222,120
28,Swan Inland South,swan_inland_south,Apr,60,48
28,Swan Inland South,swan_inland_south,May,14,8
28,Swan Inland South,swan_inland_south,Jun,0,2
28,Swan Inland South,swan_inland_south,Jul,0,0
28,Swan Inland South,swan_inland_south,Aug,0,0
28,Swan Inland South,swan_inland_south,Sep,0,0
28,Swan Inland South,swan_inland_south,Oct,5,5
28,Swan Inland South,swan_inland_south,Nov,42,41
28,Swan Inland South,swan_inland_south,Dec,132,111
29,Geographe,geographe,Jan,298,162
29,Geographe,geographe,Feb,351,210
29,Geographe,geographe,Mar,258,146
29,Geographe,geographe,Apr,73,53
29,Geographe,geographe,May,18,14
29,Geographe,geographe,Jun,1,2
29,Geographe,geographe,Jul,0,0
29,Geographe,geographe,Aug,0,0
29,Geographe,geographe,Sep,0,0
29,Geographe,geographe,Oct,1,1
29,Geographe,geographe,Nov,21,30
29,Geographe,geographe,Dec,92,96
30,Capes,capes,Jan,272,178
30,Capes,capes,Feb,336,201
30,Capes,capes,Mar,266,170
30,Capes,capes,Apr,77,57
30,Capes,capes,May,17,12
30,Capes,capes,Jun,1,2
30,Capes,capes,Jul,0,0
30,Capes,capes,Aug,0,0
30,Capes,capes,Sep,0,0
30,Capes,capes,Oct,0,0
30,Capes,capes,Nov,24,27
30,Capes,capes,Dec,95,92
31,Brockman,brockman,Jan,322,175
31,Brockman,brockman,Feb,323,190
31,Brockman,brockman,Mar,243,117
31,Brockman,brockman,Apr,69,48
31,Brockman,brockman,May,15,10
31,Brockman,brockman,Jun,0,2
31,Brockman,brockman,Jul,0,0
31,Brockman,brockman,Aug,0,0
31,Brockman,brockman,Sep,0,0
31,Brockman,brockman,Oct,1,3
31,Brockman,brockman,Nov,31,36
31,Brockman,brockman,Dec,134,108
32,Blackwood,blackwood,Jan,297,178
32,Blackwood,blackwood,Feb,310,158
32,Blackwood,blackwood,Mar,258,125
32,Blackwood,blackwood,Apr,79,52
32,Blackwood,blackwood,May,22,9
32,Blackwood,blackwood,Jun,2,2
32,Blackwood,blackwood,Jul,0,0
32,Blackwood,blackwood,Aug,0,0
32,Blackwood,blackwood,Sep,0,0
32,Blackwood,blackwood,Oct,5,7
32,Blackwood,blackwood,Nov,39,44
32,Blackwood,blackwood,Dec,139,101
33,Southern Forests,southern_forests,Jan,272,174
33,Southern Forests,southern_forests,Feb,316,175
33,Southern Forests,southern_forests,Mar,256,137
33,Southern Forests,southern_forests,Apr,83,63
33,Southern Forests,southern_forests,May,26,22
33,Southern Forests,southern_forests,Jun,2,3
33,Southern Forests,southern_forests,Jul,0,0
33,Southern Forests,southern_forests,Aug,0,0
33,Southern Forests,southern_forests,Sep,0,2
33,Southern Forests,southern_forests,Oct,5,9
33,Southern Forests,southern_forests,Nov,37,42
33,Southern Forests,southern_forests,Dec,112,91
34,Mortlock,mortlock,Jan,262,214
34,Mortlock,mortlock,Feb,164,121
34,Mortlock,mortlock,Mar,113,80
34,Mortlock,mortlock,Apr,40,33
34,Mortlock,mortlock,May,4,5
34,Mortlock,mortlock,Jun,1,1
34,Mortlock,mortlock,Jul,1,0
34,Mortlock,mortlock,Aug,0,0
34,Mortlock,mortlock,Sep,22,11
34,Mortlock,mortlock,Oct,67,58
34,Mortlock,mortlock,Nov,110,150
34,Mortlock,mortlock,Dec,195,175
35,Karroun,karroun,Jan,228,208
35,Karroun,karroun,Feb,138,136
35,Karroun,karroun,Mar,91,81
35,Karroun,karroun,Apr,44,35
35,Karroun,karroun,May,4,5
35,Karroun,karroun,Jun,1,0
35,Karroun,karroun,Jul,1,0
35,Karroun,karroun,Aug,4,7
35,Karroun,karroun,Sep,32,23
35,Karroun,karroun,Oct,83,77
35,Karroun,karroun,Nov,115,154
35,Karroun,karroun,Dec,185,175
36,Avon,avon,Jan,273,218
36,Avon,avon,Feb,199,133
36,Avon,avon,Mar,143,95
36,Avon,avon,Apr,47,37
36,Avon,avon,May,7,10
36,Avon,avon,Jun,2,1
36,Avon,avon,Jul,0,0
36,Avon,avon,Aug,0,0
36,Avon,avon,Sep,2,2
36,Avon,avon,Oct,40,41
36,Avon,avon,Nov,93,120
36,Avon,avon,Dec,197,167
37,Lockwood,lockwood,Jan,242,199
37,Lockwood,lockwood,Feb,167,135
37,Lockwood,lockwood,Mar,110,91
37,Lockwood,lockwood,Apr,44,38
37,Lockwood,lockwood,May,7,9
37,Lockwood,lockwood,Jun,1,1
37,Lockwood,lockwood,Jul,0,0
37,Lockwood,lockwood,Aug,0,0
37,Lockwood,lockwood,Sep,11,15
37,Lockwood,lockwood,Oct,68,60
37,Lockwood,lockwood,Nov,111,148
37,Lockwood,lockwood,Dec,189,181
38,Arthur,arthur,Jan,289,202
38,Arthur,arthur,Feb,237,145
38,Arthur,arthur,Mar,183,111
38,Arthur,arthur,Apr,62,52
38,Arthur,arthur,May,15,10
38,Arthur,arthur,Jun,3,1
38,Arthur,arthur,Jul,0,0
38,Arthur,arthur,Aug,0,0
38,Arthur,arthur,Sep,0,0
38,Arthur,arthur,Oct,14,20
38,Arthur,arthur,Nov,74,82
38,Arthur,arthur,Dec,176,151
39,Roe,roe,Jan,236,192
39,Roe,roe,Feb,182,133
39,Roe,roe,Mar,133,101
39,Roe,roe,Apr,54,45
39,Roe,roe,May,9,13
39,Roe,roe,Jun,1,1
39,Roe,roe,Jul,1,0
39,Roe,roe,Aug,0,0
39,Roe,roe,Sep,9,10
39,Roe,roe,Oct,55,62
39,Roe,roe,Nov,104,134
39,Roe,roe,Dec,181,171
40,Lakes,lakes,Jan,218,196
40,Lakes,lakes,Feb,180,136
40,Lakes,lakes,Mar,134,110
40,Lakes,lakes,Apr,60,56
40,Lakes,lakes,May,16,15
40,Lakes,lakes,Jun,3,3
40,Lakes,lakes,Jul,1,0
40,Lakes,lakes,Aug,0,1
40,Lakes,lakes,Sep,6,11
40,Lakes,lakes,Oct,61,57
40,Lakes,lakes,Nov,99,130
40,Lakes,lakes,Dec,180,154
41,Stirling North,stirling_north,Jan,232,185
41,Stirling North,stirling_north,Feb,209,137
41,Stirling North,stirling_north,Mar,161,117
41,Stirling North,stirling_north,Apr,72,70
41,Stirling North,stirling_north,May,24,19
41,Stirling North,stirling_north,Jun,3,5
41,Stirling North,stirling_north,Jul,1,0
41,Stirling North,stirling_north,Aug,2,0
41,Stirling North,stirling_north,Sep,7,3
41,Stirling North,stirling_north,Oct,37,38
41,Stirling North,stirling_north,Nov,85,100
41,Stirling North,stirling_north,Dec,171,149
42,Stirling West,stirling_west,Jan,240,173
42,Stirling West,stirling_west,Feb,261,160
42,Stirling West,stirling_west,Mar,205,128
42,Stirling West,stirling_west,Apr,81,63
42,Stirling West,stirling_west,May,29,19
42,Stirling West,stirling_west,Jun,3,3
42,Stirling West,stirling_west,Jul,1,0
42,Stirling West,stirling_west,Aug,0,0
42,Stirling West,stirling_west,Sep,0,0
42,Stirling West,stirling_west,Oct,22,22
42,Stirling West,stirling_west,Nov,64,77
42,Stirling West,stirling_west,Dec,153,123
43,Stirling Coast,stirling_coast,Jan,186,179
43,Stirling Coast,stirling_coast,Feb,193,158
43,Stirling Coast,stirling_coast,Mar,180,147
43,Stirling Coast,stirling_coast,Apr,90,88
43,Stirling Coast,stirling_coast,May,44,45
43,Stirling Coast,stirling_coast,Jun,5,11
43,Stirling Coast,stirling_coast,Jul,2,1
43,Stirling Coast,stirling_coast,Aug,3,3
43,Stirling Coast,stirling_coast,Sep,15,9
43,Stirling Coast,stirling_coast,Oct,41,39
43,Stirling Coast,stirling_coast,Nov,62,80
43,Stirling Coast,stirling_coast,Dec,126,120
44,Fitzgerald Coast,fitzgerald_coast,Jan,171,159
44,Fitzgerald Coast,fitzgerald_coast,Feb,153,120
44,Fitzgerald Coast,fitzgerald_coast,Mar,116,107
44,Fitzgerald Coast,fitzgerald_coast,Apr,74,73
44,Fitzgerald Coast,fitzgerald_coast,May,36,43
44,Fitzgerald Coast,fitzgerald_coast,Jun,6,17
44,Fitzgerald Coast,fitzgerald_coast,Jul,9,4
44,Fitzgerald Coast,fitzgerald_coast,Aug,10,17
44,Fitzgerald Coast,fitzgerald_coast,Sep,36,31
44,Fitzgerald Coast,fitzgerald_coast,Oct,80,82
44,Fitzgerald Coast,fitzgerald_coast,Nov,104,112
44,Fitzgerald Coast,fitzgerald_coast,Dec,139,128
45,Fitzgerald Inland,fitzgerald_inland,Jan,193,166
45,Fitzgerald Inland,fitzgerald_inland,Feb,174,116
45,Fitzgerald Inland,fitzgerald_inland,Mar,123,101
45,Fitzgerald Inland,fitzgerald_inland,Apr,70,58
45,Fitzgerald Inland,fitzgerald_inland,May,24,28
45,Fitzgerald Inland,fitzgerald_inland,Jun,7,8
45,Fitzgerald Inland,fitzgerald_inland,Jul,4,1
45,Fitzgerald Inland,fitzgerald_inland,Aug,7,8
45,Fitzgerald Inland,fitzgerald_inland,Sep,31,29
45,Fitzgerald Inland,fitzgerald_inland,Oct,77,76
45,Fitzgerald Inland,fitzgerald_inland,Nov,114,115
45,Fitzgerald Inland,fitzgerald_inland,Dec,154,143
46,Esperance Coast,esperance_coast,Jan,164,144
46,Esperance Coast,esperance_coast,Feb,164,109
46,Esperance Coast,esperance_coast,Mar,106,100
46,Esperance Coast,esperance_coast,Apr,90,58
46,Esperance Coast,esperance_coast,May,37,47
46,Esperance Coast,esperance_coast,Jun,10,13
46,Esperance Coast,esperance_coast,Jul,7,6
46,Esperance Coast,esperance_coast,Aug,20,21
46,Esperance Coast,esperance_coast,Sep,53,34
46,Esperance Coast,esperance_coast,Oct,84,86
46,Esperance Coast,esperance_coast,Nov,106,100
46,Esperance Coast,esperance_coast,Dec,150,118
47,Esperance Inland,esperance_inland,Jan,181,153
47,Esperance Inland,esperance_inland,Feb,159,106
47,Esperance Inland,esperance_inland,Mar,94,80
47,Esperance Inland,esperance_inland,Apr,68,40
47,Esperance Inland,esperance_inland,May,19,26
47,Esperance Inland,esperance_inland,Jun,4,4
47,Esperance Inland,esperance_inland,Jul,2,2
47,Esperance Inland,esperance_inland,Aug,15,21
47,Esperance Inland,esperance_inland,Sep,52,40
47,Esperance Inland,esperance_inland,Oct,108,97
47,Esperance Inland,esperance_inland,Nov,123,122
47,Esperance Inland,esperance_inland,Dec,170,141
